Address:,USB0::0x0957::0x179B::MY58106377::0::INSTR,,Analog Channels,,,,Function Channels,,
Skew,0 s,,-0.00779775,-0.152826517820358,-0.0322841182351112,,-0.00779775,-0.131718324497342,
,,,-0.007788,-0.152826517820358,-0.0322841182351112,,-0.007788,-0.131718324497342,
MATH,,,-0.00777825,-0.152826517820358,-0.0322841182351112,,-0.00777825,-0.131718324497342,
Ch 1-Ch 2,,,-0.0077685,-0.0322235077619553,-0.0322841182351112,,-0.0077685,-0.131718324497342,
Scale,10 /,,-0.00775875,-0.152826517820358,-0.0322841182351112,,-0.00775875,-0.131718324497342,
Offset,3.13 ,,-0.007749,-0.152826517820358,0.00309277698397636,,-0.007749,-0.131718324497342,
,,,-0.00773925,-0.152826517820358,0.00309277698397636,,-0.00773925,-0.131718324497342,
REFERENCE WAVEFORM,,,-0.0077295,-0.152826517820358,-0.0322841182351112,,-0.0077295,-0.131718324497342,
TRIGGER,,,-0.00771975,-0.152826517820358,-0.0322841182351112,,-0.00771975,-0.131718324497342,
Sweep Mode,AUTO,,-0.00771,-0.152826517820358,-0.0322841182351112,,-0.00771,-0.131718324497342,
Coup,DC,,-0.00770025,-0.152826517820358,-0.0322841182351112,,-0.00770025,-0.131718324497342,
Noise Rej,Off,,-0.0076905,-0.0322235077619553,-0.0322841182351112,,-0.0076905,-0.131718324497342,
HF Rej,Off,,-0.00768075,-0.152826517820358,-0.0322841182351112,,-0.00768075,-0.131718324497342,
Holdoff,40.0 ns,,-0.007671,-0.152826517820358,-0.0322841182351112,,-0.007671,-0.131718324497342,
Mode,GLIT,,-0.00766125,-0.152826517820358,-0.0322841182351112,,-0.00766125,-0.131718324497342,
Source,CHAN1,,-0.0076515,-0.152826517820358,-0.0322841182351112,,-0.0076515,-0.131718324497342,
Slope,POS,,-0.00764175,-0.152826517820358,-0.0322841182351112,,-0.00764175,-0.0926558282226324,
Level,0 V V,,-0.007632,-0.152826517820358,0.00309277698397636,,-0.007632,-0.131718324497342,
,,,-0.00762225,-0.152826517820358,-0.0322841182351112,,-0.00762225,-0.131718324497342,
HORIZONTAL,,,-0.0076125,-0.152826517820358,-0.0322841182351112,,-0.0076125,-0.131718324497342,
Mode,MAIN,,-0.00760275,-0.0322235077619553,-0.0322841182351112,,-0.00760275,-0.0926558282226324,
Ref,CENT,,-0.007593,-0.152826517820358,-0.0322841182351112,,-0.007593,-0.131718324497342,
Main Scale,4.8 ms/,,-0.00758325,-0.152826517820358,-0.0322841182351112,,-0.00758325,-0.131718324497342,
Main Delay,15.9 ms,,-0.0075735,-0.152826517820358,-0.0322841182351112,,-0.0075735,-0.131718324497342,
,,,-0.00756375,-0.0322235077619553,-0.0322841182351112,,-0.00756375,-0.0926558282226324,
ACQUISITION,,,-0.007554,-0.152826517820358,-0.0322841182351112,,-0.007554,-0.0926558282226324,
Mode,NORM,,-0.00754425,-0.152826517820358,0.00309277698397636,,-0.00754425,-0.131718324497342,
RealTime,On,,-0.0075345,-0.0322235077619553,-0.0322841182351112,,-0.0075345,-0.131718324497342,
Vectors,On,,-0.00752475,-0.0322235077619553,-0.0322841182351112,,-0.00752475,-0.131718324497342,
Persistence,Off,,-0.007515,-0.152826517820358,-0.0322841182351112,,-0.007515,-0.131718324497342,
,,,-0.00750525,-0.152826517820358,-0.0322841182351112,,-0.00750525,-0.131718324497342,
MEASUREMENTS,,,-0.0074955,-0.152826517820358,-0.0322841182351112,,-0.0074955,-0.131718324497342,
Pk-Pk(1),,,-0.00748575,-0.152826517820358,-0.0322841182351112,,-0.00748575,-0.131718324497342,
Cur,14 V,,-0.007476,-0.0322235077619553,-0.0676610134541988,,-0.007476,-0.131718324497342,
,,,-0.00746625,-0.152826517820358,-0.0322841182351112,,-0.00746625,-0.131718324497342,
Pk-Pk(2),,,-0.0074565,-0.152826517820358,-0.0322841182351112,,-0.0074565,-0.131718324497342,
Cur,2.26 V,,-0.00744675,-0.152826517820358,-0.0322841182351112,,-0.00744675,-0.131718324497342,
,,,-0.007437,-0.152826517820358,-0.0322841182351112,,-0.007437,-0.131718324497342,
Pk-Pk(M),,,-0.00742725,-0.152826517820358,-0.0322841182351112,,-0.00742725,-0.131718324497342,
Cur,12.6 ,,-0.0074175,-0.152826517820358,-0.0322841182351112,,-0.0074175,-0.131718324497342,
,,,-0.00740775,-0.152826517820358,0.00309277698397636,,-0.00740775,-0.131718324497342,
,,,-0.007398,-0.152826517820358,-0.0322841182351112,,-0.007398,-0.131718324497342,
,,,-0.00738825,-0.152826517820358,-0.0322841182351112,,-0.00738825,-0.131718324497342,
,,,-0.0073785,-0.152826517820358,-0.0322841182351112,,-0.0073785,-0.131718324497342,
,,,-0.00736875,-0.152826517820358,-0.0322841182351112,,-0.00736875,-0.131718324497342,
,,,-0.007359,-0.152826517820358,-0.0322841182351112,,-0.007359,-0.131718324497342,
,,,-0.00734925,-0.0322235077619553,-0.0322841182351112,,-0.00734925,-0.131718324497342,
,,,-0.0073395,-0.152826517820358,-0.0322841182351112,,-0.0073395,-0.131718324497342,
,,,-0.00732975,-0.152826517820358,0.00309277698397636,,-0.00732975,-0.131718324497342,
,,,-0.00732,-0.0322235077619553,-0.0322841182351112,,-0.00732,-0.131718324497342,
,,,-0.00731025,-0.152826517820358,-0.0322841182351112,,-0.00731025,-0.131718324497342,
,,,-0.0073005,-0.152826517820358,-0.0322841182351112,,-0.0073005,-0.131718324497342,
,,,-0.00729075,-0.152826517820358,-0.0322841182351112,,-0.00729075,-0.131718324497342,
,,,-0.007281,-0.152826517820358,-0.0322841182351112,,-0.007281,-0.131718324497342,
,,,-0.00727125,-0.152826517820358,-0.0322841182351112,,-0.00727125,-0.131718324497342,
,,,-0.0072615,-0.0322235077619553,-0.0322841182351112,,-0.0072615,-0.131718324497342,
,,,-0.00725175,-0.0322235077619553,-0.0322841182351112,,-0.00725175,-0.131718324497342,
,,,-0.007242,-0.0322235077619553,-0.0322841182351112,,-0.007242,-0.131718324497342,
,,,-0.00723225,-0.152826517820358,-0.0322841182351112,,-0.00723225,-0.131718324497342,
,,,-0.0072225,-0.152826517820358,-0.0322841182351112,,-0.0072225,-0.131718324497342,
,,,-0.00721275,-0.152826517820358,-0.0322841182351112,,-0.00721275,-0.131718324497342,
,,,-0.007203,-0.152826517820358,-0.0322841182351112,,-0.007203,-0.131718324497342,
,,,-0.00719325,-0.152826517820358,-0.0322841182351112,,-0.00719325,-0.131718324497342,
,,,-0.0071835,-0.0322235077619553,-0.0322841182351112,,-0.0071835,-0.131718324497342,
,,,-0.00717375,-0.152826517820358,0.00309277698397636,,-0.00717375,-0.131718324497342,
,,,-0.007164,-0.0322235077619553,-0.0322841182351112,,-0.007164,-0.131718324497342,
,,,-0.00715425,-0.152826517820358,-0.0322841182351112,,-0.00715425,-0.131718324497342,
,,,-0.0071445,-0.152826517820358,0.00309277698397636,,-0.0071445,-0.131718324497342,
,,,-0.00713475,-0.152826517820358,-0.0322841182351112,,-0.00713475,-0.131718324497342,
,,,-0.007125,-0.152826517820358,-0.0322841182351112,,-0.007125,-0.131718324497342,
,,,-0.00711525,-0.152826517820358,-0.0322841182351112,,-0.00711525,-0.131718324497342,
,,,-0.0071055,-0.0322235077619553,-0.0322841182351112,,-0.0071055,-0.131718324497342,
,,,-0.00709575,-0.152826517820358,0.00309277698397636,,-0.00709575,-0.131718324497342,
,,,-0.007086,-0.152826517820358,-0.0322841182351112,,-0.007086,-0.131718324497342,
,,,-0.00707625,-0.0322235077619553,-0.0322841182351112,,-0.00707625,-0.131718324497342,
,,,-0.0070665,-0.152826517820358,-0.0322841182351112,,-0.0070665,-0.0926558282226324,
,,,-0.00705675,-0.152826517820358,-0.0322841182351112,,-0.00705675,-0.131718324497342,
,,,-0.007047,-0.152826517820358,-0.0322841182351112,,-0.007047,-0.131718324497342,
,,,-0.00703725,-0.152826517820358,-0.0322841182351112,,-0.00703725,-0.131718324497342,
,,,-0.0070275,-0.0322235077619553,0.00309277698397636,,-0.0070275,-0.131718324497342,
,,,-0.00701775,-0.152826517820358,-0.0322841182351112,,-0.00701775,-0.131718324497342,
,,,-0.007008,-0.152826517820358,-0.0322841182351112,,-0.007008,-0.131718324497342,
,,,-0.00699825,-0.0322235077619553,-0.0322841182351112,,-0.00699825,-0.131718324497342,
,,,-0.0069885,-0.152826517820358,-0.0322841182351112,,-0.0069885,-0.131718324497342,
,,,-0.00697875,-0.152826517820358,-0.0322841182351112,,-0.00697875,-0.131718324497342,
,,,-0.006969,-0.152826517820358,-0.0322841182351112,,-0.006969,-0.131718324497342,
,,,-0.00695925,-0.152826517820358,-0.0322841182351112,,-0.00695925,-0.0926558282226324,
,,,-0.0069495,-0.152826517820358,-0.0322841182351112,,-0.0069495,-0.131718324497342,
,,,-0.00693975,-0.152826517820358,-0.0322841182351112,,-0.00693975,-0.131718324497342,
,,,-0.00693,-0.152826517820358,-0.0322841182351112,,-0.00693,-0.0926558282226324,
,,,-0.00692025,-0.152826517820358,0.00309277698397636,,-0.00692025,-0.131718324497342,
,,,-0.0069105,-0.152826517820358,-0.0322841182351112,,-0.0069105,-0.131718324497342,
,,,-0.00690075,-0.152826517820358,-0.0322841182351112,,-0.00690075,-0.0926558282226324,
,,,-0.006891,-0.0322235077619553,-0.0322841182351112,,-0.006891,-0.131718324497342,
,,,-0.00688125,-0.152826517820358,-0.0322841182351112,,-0.00688125,-0.131718324497342,
,,,-0.0068715,-0.152826517820358,-0.0322841182351112,,-0.0068715,-0.0926558282226324,
,,,-0.00686175,-0.152826517820358,-0.0322841182351112,,-0.00686175,-0.131718324497342,
,,,-0.006852,-0.0322235077619553,-0.0322841182351112,,-0.006852,-0.131718324497342,
,,,-0.00684225,-0.0322235077619553,-0.0322841182351112,,-0.00684225,-0.131718324497342,
,,,-0.0068325,-0.0322235077619553,-0.0322841182351112,,-0.0068325,-0.131718324497342,
,,,-0.00682275,-0.152826517820358,-0.0322841182351112,,-0.00682275,-0.131718324497342,
,,,-0.006813,-0.152826517820358,-0.0322841182351112,,-0.006813,-0.131718324497342,
,,,-0.00680325,-0.152826517820358,-0.0322841182351112,,-0.00680325,-0.131718324497342,
,,,-0.0067935,-0.0322235077619553,-0.0322841182351112,,-0.0067935,-0.131718324497342,
,,,-0.00678375,-0.0322235077619553,0.00309277698397636,,-0.00678375,-0.131718324497342,
,,,-0.006774,-0.152826517820358,-0.0322841182351112,,-0.006774,-0.0926558282226324,
,,,-0.00676425,-0.0322235077619553,-0.0322841182351112,,-0.00676425,-0.131718324497342,
,,,-0.0067545,-0.152826517820358,-0.0322841182351112,,-0.0067545,-0.0926558282226324,
,,,-0.00674475,-0.152826517820358,-0.0322841182351112,,-0.00674475,-0.131718324497342,
,,,-0.006735,-0.0322235077619553,-0.0322841182351112,,-0.006735,-0.131718324497342,
,,,-0.00672525,-0.152826517820358,-0.0322841182351112,,-0.00672525,-0.131718324497342,
,,,-0.0067155,-0.152826517820358,-0.0322841182351112,,-0.0067155,-0.0926558282226324,
,,,-0.00670575,-0.152826517820358,-0.0322841182351112,,-0.00670575,-0.131718324497342,
,,,-0.006696,-0.152826517820358,-0.0322841182351112,,-0.006696,-0.131718324497342,
,,,-0.00668625,-0.152826517820358,-0.0322841182351112,,-0.00668625,-0.131718324497342,
,,,-0.0066765,-0.0322235077619553,-0.0322841182351112,,-0.0066765,-0.0926558282226324,
,,,-0.00666675,-0.0322235077619553,0.00309277698397636,,-0.00666675,-0.131718324497342,
,,,-0.006657,-0.152826517820358,-0.0322841182351112,,-0.006657,-0.131718324497342,
,,,-0.00664725,-0.152826517820358,0.00309277698397636,,-0.00664725,-0.131718324497342,
,,,-0.0066375,-0.0322235077619553,-0.0322841182351112,,-0.0066375,-0.131718324497342,
,,,-0.00662775,-0.0322235077619553,-0.0322841182351112,,-0.00662775,-0.131718324497342,
,,,-0.006618,-0.0322235077619553,-0.0322841182351112,,-0.006618,-0.0926558282226324,
,,,-0.00660825,-0.152826517820358,-0.0322841182351112,,-0.00660825,-0.131718324497342,
,,,-0.0065985,-0.152826517820358,-0.0322841182351112,,-0.0065985,-0.131718324497342,
,,,-0.00658875,-0.152826517820358,-0.0322841182351112,,-0.00658875,-0.0926558282226324,
,,,-0.006579,-0.0322235077619553,-0.0322841182351112,,-0.006579,-0.131718324497342,
,,,-0.00656925,-0.152826517820358,-0.0322841182351112,,-0.00656925,-0.131718324497342,
,,,-0.0065595,-0.152826517820358,0.00309277698397636,,-0.0065595,-0.131718324497342,
,,,-0.00654975,-0.0322235077619553,-0.0322841182351112,,-0.00654975,-0.131718324497342,
,,,-0.00654,-0.0322235077619553,-0.0322841182351112,,-0.00654,-0.131718324497342,
,,,-0.00653025,-0.152826517820358,-0.0322841182351112,,-0.00653025,-0.131718324497342,
,,,-0.0065205,-0.152826517820358,-0.0322841182351112,,-0.0065205,-0.131718324497342,
,,,-0.00651075,-0.152826517820358,-0.0322841182351112,,-0.00651075,-0.131718324497342,
,,,-0.006501,-0.152826517820358,-0.0322841182351112,,-0.006501,-0.131718324497342,
,,,-0.00649125,-0.152826517820358,-0.0322841182351112,,-0.00649125,-0.131718324497342,
,,,-0.0064815,-0.152826517820358,-0.0322841182351112,,-0.0064815,-0.0926558282226324,
,,,-0.00647175,-0.152826517820358,-0.0322841182351112,,-0.00647175,-0.131718324497342,
,,,-0.006462,-0.152826517820358,-0.0322841182351112,,-0.006462,-0.131718324497342,
,,,-0.00645225,-0.152826517820358,-0.0322841182351112,,-0.00645225,-0.131718324497342,
,,,-0.0064425,-0.152826517820358,-0.0322841182351112,,-0.0064425,-0.131718324497342,
,,,-0.00643275,-0.152826517820358,-0.0322841182351112,,-0.00643275,-0.0926558282226324,
,,,-0.006423,-0.152826517820358,-0.0322841182351112,,-0.006423,-0.131718324497342,
,,,-0.00641325,-0.152826517820358,-0.0676610134541988,,-0.00641325,-0.0926558282226324,
,,,-0.0064035,-0.152826517820358,-0.0322841182351112,,-0.0064035,-0.131718324497342,
,,,-0.00639375,-0.0322235077619553,-0.0322841182351112,,-0.00639375,-0.131718324497342,
,,,-0.006384,-0.0322235077619553,0.00309277698397636,,-0.006384,-0.131718324497342,
,,,-0.00637425,-0.152826517820358,-0.0322841182351112,,-0.00637425,-0.131718324497342,
,,,-0.0063645,-0.152826517820358,-0.0322841182351112,,-0.0063645,-0.131718324497342,
,,,-0.00635475,-0.152826517820358,-0.0676610134541988,,-0.00635475,-0.0926558282226324,
,,,-0.006345,-0.152826517820358,-0.0322841182351112,,-0.006345,-0.131718324497342,
,,,-0.00633525,-0.152826517820358,-0.0322841182351112,,-0.00633525,-0.131718324497342,
,,,-0.0063255,-0.152826517820358,-0.0322841182351112,,-0.0063255,-0.131718324497342,
,,,-0.00631575,-0.152826517820358,-0.0322841182351112,,-0.00631575,-0.131718324497342,
,,,-0.006306,-0.152826517820358,-0.0322841182351112,,-0.006306,-0.131718324497342,
,,,-0.00629625,-0.0322235077619553,-0.0322841182351112,,-0.00629625,-0.131718324497342,
,,,-0.0062865,-0.152826517820358,-0.0322841182351112,,-0.0062865,-0.131718324497342,
,,,-0.00627675,-0.0322235077619553,-0.0322841182351112,,-0.00627675,-0.131718324497342,
,,,-0.006267,-0.152826517820358,-0.0322841182351112,,-0.006267,-0.131718324497342,
,,,-0.00625725,-0.152826517820358,-0.0322841182351112,,-0.00625725,-0.131718324497342,
,,,-0.0062475,-0.0322235077619553,-0.0322841182351112,,-0.0062475,-0.131718324497342,
,,,-0.00623775,-0.152826517820358,-0.0322841182351112,,-0.00623775,-0.131718324497342,
,,,-0.006228,-0.152826517820358,-0.0322841182351112,,-0.006228,-0.131718324497342,
,,,-0.00621825,-0.0322235077619553,-0.0322841182351112,,-0.00621825,-0.131718324497342,
,,,-0.0062085,-0.152826517820358,-0.0322841182351112,,-0.0062085,-0.131718324497342,
,,,-0.00619875,-0.0322235077619553,-0.0322841182351112,,-0.00619875,-0.0926558282226324,
,,,-0.006189,-0.152826517820358,-0.0322841182351112,,-0.006189,-0.131718324497342,
,,,-0.00617925,-0.152826517820358,-0.0322841182351112,,-0.00617925,-0.0926558282226324,
,,,-0.0061695,-0.0322235077619553,-0.0322841182351112,,-0.0061695,-0.131718324497342,
,,,-0.00615975,-0.152826517820358,-0.0322841182351112,,-0.00615975,-0.131718324497342,
,,,-0.00615,-0.0322235077619553,-0.0322841182351112,,-0.00615,-0.131718324497342,
,,,-0.00614025,-0.152826517820358,0.00309277698397636,,-0.00614025,-0.131718324497342,
,,,-0.0061305,-0.152826517820358,-0.0322841182351112,,-0.0061305,-0.131718324497342,
,,,-0.00612075,-0.152826517820358,-0.0322841182351112,,-0.00612075,-0.131718324497342,
,,,-0.006111,-0.152826517820358,-0.0322841182351112,,-0.006111,-0.0926558282226324,
,,,-0.00610125,-0.152826517820358,-0.0322841182351112,,-0.00610125,-0.131718324497342,
,,,-0.0060915,-0.152826517820358,-0.0322841182351112,,-0.0060915,-0.131718324497342,
,,,-0.00608175,-0.152826517820358,-0.0322841182351112,,-0.00608175,-0.131718324497342,
,,,-0.006072,-0.152826517820358,-0.0322841182351112,,-0.006072,-0.131718324497342,
,,,-0.00606225,-0.0322235077619553,-0.0322841182351112,,-0.00606225,-0.131718324497342,
,,,-0.0060525,-0.152826517820358,-0.0322841182351112,,-0.0060525,-0.131718324497342,
,,,-0.00604275,-0.152826517820358,-0.0322841182351112,,-0.00604275,-0.131718324497342,
,,,-0.006033,-0.152826517820358,-0.0322841182351112,,-0.006033,-0.131718324497342,
,,,-0.00602325,-0.152826517820358,-0.0322841182351112,,-0.00602325,-0.131718324497342,
,,,-0.0060135,-0.152826517820358,-0.0322841182351112,,-0.0060135,-0.0926558282226324,
,,,-0.00600375,-0.0322235077619553,-0.0322841182351112,,-0.00600375,-0.131718324497342,
,,,-0.005994,-0.152826517820358,-0.0322841182351112,,-0.005994,-0.0926558282226324,
,,,-0.00598425,-0.152826517820358,-0.0322841182351112,,-0.00598425,-0.131718324497342,
,,,-0.0059745,-0.152826517820358,-0.0322841182351112,,-0.0059745,-0.131718324497342,
,,,-0.00596475,-0.0322235077619553,-0.0322841182351112,,-0.00596475,-0.131718324497342,
,,,-0.005955,-0.152826517820358,-0.0322841182351112,,-0.005955,-0.131718324497342,
,,,-0.00594525,-0.0322235077619553,-0.0322841182351112,,-0.00594525,-0.131718324497342,
,,,-0.0059355,-0.152826517820358,-0.0322841182351112,,-0.0059355,-0.0926558282226324,
,,,-0.00592575,-0.152826517820358,-0.0322841182351112,,-0.00592575,-0.131718324497342,
,,,-0.005916,-0.0322235077619553,-0.0322841182351112,,-0.005916,-0.131718324497342,
,,,-0.00590625,-0.0322235077619553,-0.0322841182351112,,-0.00590625,-0.131718324497342,
,,,-0.0058965,-0.152826517820358,-0.0322841182351112,,-0.0058965,-0.131718324497342,
,,,-0.00588675,-0.152826517820358,-0.0322841182351112,,-0.00588675,-0.131718324497342,
,,,-0.005877,-0.152826517820358,-0.0322841182351112,,-0.005877,-0.0926558282226324,
,,,-0.00586725,-0.0322235077619553,-0.0322841182351112,,-0.00586725,-0.131718324497342,
,,,-0.0058575,-0.0322235077619553,-0.0322841182351112,,-0.0058575,-0.0926558282226324,
,,,-0.00584775,-0.152826517820358,-0.0322841182351112,,-0.00584775,-0.131718324497342,
,,,-0.005838,-0.152826517820358,-0.0322841182351112,,-0.005838,-0.131718324497342,
,,,-0.00582825,-0.152826517820358,-0.0322841182351112,,-0.00582825,-0.131718324497342,
,,,-0.0058185,-0.152826517820358,-0.0322841182351112,,-0.0058185,-0.0926558282226324,
,,,-0.00580875,-0.152826517820358,-0.0322841182351112,,-0.00580875,-0.131718324497342,
,,,-0.005799,-0.152826517820358,-0.0322841182351112,,-0.005799,-0.131718324497342,
,,,-0.00578925,-0.152826517820358,-0.0322841182351112,,-0.00578925,-0.131718324497342,
,,,-0.0057795,-0.152826517820358,0.00309277698397636,,-0.0057795,-0.131718324497342,
,,,-0.00576975,-0.152826517820358,-0.0322841182351112,,-0.00576975,-0.131718324497342,
,,,-0.00576,-0.152826517820358,-0.0322841182351112,,-0.00576,-0.131718324497342,
,,,-0.00575025,-0.152826517820358,-0.0322841182351112,,-0.00575025,-0.131718324497342,
,,,-0.0057405,-0.0322235077619553,-0.0322841182351112,,-0.0057405,-0.0926558282226324,
,,,-0.00573075,-0.152826517820358,-0.0322841182351112,,-0.00573075,-0.131718324497342,
,,,-0.005721,-0.0322235077619553,-0.0322841182351112,,-0.005721,-0.0926558282226324,
,,,-0.00571125,-0.152826517820358,-0.0322841182351112,,-0.00571125,-0.131718324497342,
,,,-0.0057015,-0.152826517820358,-0.0322841182351112,,-0.0057015,-0.131718324497342,
,,,-0.00569175,-0.152826517820358,-0.0322841182351112,,-0.00569175,-0.131718324497342,
,,,-0.005682,-0.0322235077619553,-0.0322841182351112,,-0.005682,-0.131718324497342,
,,,-0.00567225,-0.152826517820358,-0.0322841182351112,,-0.00567225,-0.131718324497342,
,,,-0.0056625,-0.152826517820358,-0.0322841182351112,,-0.0056625,-0.131718324497342,
,,,-0.00565275,-0.0322235077619553,-0.0322841182351112,,-0.00565275,-0.131718324497342,
,,,-0.005643,-0.152826517820358,-0.0322841182351112,,-0.005643,-0.131718324497342,
,,,-0.00563325,-0.152826517820358,-0.0322841182351112,,-0.00563325,-0.0926558282226324,
,,,-0.0056235,-0.0322235077619553,-0.0322841182351112,,-0.0056235,-0.131718324497342,
,,,-0.00561375,-0.0322235077619553,-0.0322841182351112,,-0.00561375,-0.131718324497342,
,,,-0.005604,-0.152826517820358,-0.0322841182351112,,-0.005604,-0.131718324497342,
,,,-0.00559425,-0.152826517820358,-0.0322841182351112,,-0.00559425,-0.131718324497342,
,,,-0.0055845,-0.152826517820358,-0.0322841182351112,,-0.0055845,-0.131718324497342,
,,,-0.00557475,-0.152826517820358,-0.0322841182351112,,-0.00557475,-0.131718324497342,
,,,-0.005565,-0.152826517820358,-0.0322841182351112,,-0.005565,-0.0926558282226324,
,,,-0.00555525,-0.0322235077619553,-0.0322841182351112,,-0.00555525,-0.131718324497342,
,,,-0.0055455,-0.152826517820358,-0.0322841182351112,,-0.0055455,-0.131718324497342,
,,,-0.00553575,-0.152826517820358,-0.0322841182351112,,-0.00553575,-0.131718324497342,
,,,-0.005526,-0.152826517820358,-0.0322841182351112,,-0.005526,-0.131718324497342,
,,,-0.00551625,-0.152826517820358,-0.0322841182351112,,-0.00551625,-0.131718324497342,
,,,-0.0055065,-0.0322235077619553,-0.0322841182351112,,-0.0055065,-0.131718324497342,
,,,-0.00549675,-0.0322235077619553,-0.0322841182351112,,-0.00549675,-0.131718324497342,
,,,-0.005487,-0.152826517820358,0.00309277698397636,,-0.005487,-0.131718324497342,
,,,-0.00547725,-0.152826517820358,-0.0322841182351112,,-0.00547725,-0.131718324497342,
,,,-0.0054675,-0.0322235077619553,-0.0322841182351112,,-0.0054675,-0.131718324497342,
,,,-0.00545775,-0.152826517820358,-0.0322841182351112,,-0.00545775,-0.0926558282226324,
,,,-0.005448,-0.152826517820358,-0.0322841182351112,,-0.005448,-0.0926558282226324,
,,,-0.00543825,-0.152826517820358,-0.0322841182351112,,-0.00543825,-0.131718324497342,
,,,-0.0054285,-0.152826517820358,-0.0322841182351112,,-0.0054285,-0.131718324497342,
,,,-0.00541875,-0.152826517820358,-0.0322841182351112,,-0.00541875,-0.131718324497342,
,,,-0.005409,-0.152826517820358,-0.0322841182351112,,-0.005409,-0.0926558282226324,
,,,-0.00539925,-0.0322235077619553,-0.0322841182351112,,-0.00539925,-0.131718324497342,
,,,-0.0053895,-0.152826517820358,-0.0322841182351112,,-0.0053895,-0.131718324497342,
,,,-0.00537975,-0.152826517820358,-0.0322841182351112,,-0.00537975,-0.131718324497342,
,,,-0.00537,-0.0322235077619553,-0.0322841182351112,,-0.00537,-0.131718324497342,
,,,-0.00536025,-0.152826517820358,-0.0676610134541988,,-0.00536025,-0.0926558282226324,
,,,-0.0053505,-0.152826517820358,-0.0322841182351112,,-0.0053505,-0.131718324497342,
,,,-0.00534075,-0.152826517820358,-0.0322841182351112,,-0.00534075,-0.0926558282226324,
,,,-0.005331,-0.0322235077619553,-0.0322841182351112,,-0.005331,-0.131718324497342,
